data_pedido,modo_envio,nome_cliente,segmento_cliente,cidade,estado,regiao,departamento,tipo_produto,vendas,quantidade,lucro
2019-04-05,Envio rápido,Yuri Costela,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,140.15,1,37.84
2019-04-05,Envio rápido,Yuri Costela,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,817.26,1,24.52
2019-04-05,Envio rápido,Yuri Costela,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,404.67,2,113.31
2019-05-20,Entrega padrão,Vitor Gabriel Fernandes,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,452.61,5,169.73
2018-10-04,Entrega padrão,Kevin Peixoto,B2B,Sete Lagoas,Minas Gerais,Sudeste,Materiais de construção,iluminação,129.47,5,-100.34
2018-11-22,24 horas,Emanuelly Carvalho,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,encanamentos,386.13,2,43.44
2019-10-04,Econômica,Larissa Rezende,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,285.33,4,74.19
2019-10-04,Econômica,Larissa Rezende,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,22.54,3,10.59
2019-10-04,Econômica,Larissa Rezende,B2B,São Paulo,São Paulo,Sudeste,Automotivo,ferramentas automotivas,1264.7,3,227.65
2016-04-30,Entrega padrão,Gabrielly Campos,B2B,Mogi das Cruzes,São Paulo,Sudeste,Materiais de construção,ferramentas,1909.39,2,238.67
2016-04-30,Entrega padrão,Gabrielly Campos,B2B,Mogi das Cruzes,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,339.73,5,-4.25
2018-10-08,Envio rápido,Davi Lucas da Mota,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,sementes,16.76,2,5.86
2018-12-16,Entrega padrão,Francisco Monteiro,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,50.18,2,14.55
2016-04-09,Entrega padrão,Henrique Caldeira,B2B,Barbacena,Minas Gerais,Sudeste,Jardinagem e paisagismo,mudas,169.29,8,-40.21
2018-03-30,Entrega padrão,Miguel Santos,B2C,Goiânia,Goiás,Centro-Oeste,Materiais de construção,encanamentos,1019.92,5,-571.15
2018-03-30,Entrega padrão,Miguel Santos,B2C,Goiânia,Goiás,Centro-Oeste,Automotivo,pneus,538.48,4,-125.64
2019-01-16,Envio rápido,Otávio da Paz,B2C,Ananindeua,Pará,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,111.47,4,-178.34
2019-01-16,Envio rápido,Otávio da Paz,B2C,Ananindeua,Pará,Norte,Automotivo,ferramentas automotivas,163.15,2,48.94
2019-01-16,Envio rápido,Otávio da Paz,B2C,Ananindeua,Pará,Norte,Automotivo,ferramentas automotivas,212.81,8,45.22
2019-01-16,Envio rápido,Otávio da Paz,B2C,Ananindeua,Pará,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,14.54,1,-22.53
2016-01-31,Entrega padrão,Lucca Fernandes,B2C,Guarulhos,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,35.9,2,16.16
2016-01-31,Entrega padrão,Lucca Fernandes,B2C,Guarulhos,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,781.8,2,23.45
2017-02-08,Entrega padrão,Manuela Duarte,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,fertilizantes,1057.91,5,497.22
2017-02-08,Entrega padrão,Manuela Duarte,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.59
2018-12-15,Entrega padrão,Gabriel da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,49.71,2,22.87
2018-12-15,Entrega padrão,Gabriel da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,19.58,2,9.6
2018-12-15,Entrega padrão,Gabriel da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,mudas,73.03,6,35.79
2018-12-15,Entrega padrão,Gabriel da Paz,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,1349.53,4,674.76
2018-12-15,Entrega padrão,Gabriel da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,58.31,1,15.74
2018-12-15,Entrega padrão,Gabriel da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,78.61,2,26.53
2019-11-01,Entrega padrão,Renan Castro,B2B,Belém,Pará,Norte,Jardinagem e paisagismo,decoração de jardim,17.84,2,2.01
2019-08-07,Entrega padrão,Vicente Novaes,B2B,São João de Meriti,Rio de Janeiro,Sudeste,Automotivo,pneus,2804.83,5,841.45
2019-08-07,Entrega padrão,Vicente Novaes,B2B,São João de Meriti,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,sementes,83.78,8,40.21
2019-08-07,Entrega padrão,Vicente Novaes,B2B,São João de Meriti,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,774.79,6,232.44
2019-05-31,Envio rápido,Renan Silva,B2C,Mauá,São Paulo,Sudeste,Materiais de construção,encanamentos,822.66,2,115.17
2019-05-31,Envio rápido,Renan Silva,B2C,Mauá,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,13.23,1,6.35
2019-05-31,Envio rápido,Renan Silva,B2C,Mauá,São Paulo,Sudeste,Materiais de construção,iluminação,27.23,3,10.35
2019-09-01,Econômica,Esther Pinto,B2B,Cametá,Pará,Norte,Materiais de construção,ferramentas,1936.53,2,24.21
2019-09-01,Econômica,Esther Pinto,B2B,Cametá,Pará,Norte,Jardinagem e paisagismo,vasos,509.08,7,147.63
2019-05-15,Envio rápido,Larissa da Conceição,B2C,Belo Horizonte,Minas Gerais,Sudeste,Materiais de construção,ferramentas,3058.06,5,-43.69
2019-05-15,Envio rápido,Larissa da Conceição,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,157.08,5,19.64
2019-05-15,Envio rápido,Larissa da Conceição,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,163.04,3,55.02
2019-05-15,Envio rápido,Larissa da Conceição,B2C,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,pneus,27.17,1,2.38
2019-05-15,Envio rápido,Larissa da Conceição,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,261.34,2,91.47
2019-08-18,Entrega padrão,Renan Castro,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,349.96,3,164.48
2019-08-18,Entrega padrão,Renan Castro,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,333.74,6,33.37
2019-11-11,Econômica,Diego Nascimento,B2B,Chapecó,Santa Catarina,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,39.17,5,-26.11
2019-08-22,24 horas,Kamilly Rocha,B2B,Barbacena,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,285.19,1,99.82
2018-03-09,Entrega padrão,Gabriela Teixeira,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,369.16,4,-86.14
2018-03-09,Entrega padrão,Gabriela Teixeira,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,mudas,20.35,2,-4.58
2018-11-01,Entrega padrão,Pedro Miguel da Cruz,B2B,Carapicuíba,São Paulo,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,74.66,2,20.91
2018-11-01,Entrega padrão,Pedro Miguel da Cruz,B2B,Carapicuíba,São Paulo,Sudeste,Materiais de construção,ferramentas,1254.5,3,275.99
2018-11-01,Entrega padrão,Pedro Miguel da Cruz,B2B,Carapicuíba,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,42.13,3,11.8
2018-11-01,Entrega padrão,Pedro Miguel da Cruz,B2B,Carapicuíba,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,1132.0,3,33.96
2017-10-25,Envio rápido,Lucas Gonçalves,B2B,Campina Grande,Paraíba,Nordeste,Materiais de construção,ferramentas,1544.52,8,-250.99
2019-08-20,Entrega padrão,Larissa Nascimento,B2C,Aracaju,Sergipe,Nordeste,Jardinagem e paisagismo,pesticidas,66.1,3,31.73
2018-05-24,Entrega padrão,Alexia Ribeiro,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,peças de reposição,28559.92,4,3807.99
2018-05-24,Entrega padrão,Alexia Ribeiro,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,21.4,1,-14.27
2018-05-24,Entrega padrão,Alexia Ribeiro,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,35.25,2,12.34
2018-05-24,Entrega padrão,Alexia Ribeiro,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,416.1,3,-83.22
2017-03-31,Entrega padrão,Otávio Caldeira,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,pesticidas,79.97,5,28.99
2017-03-31,Entrega padrão,Otávio Caldeira,B2B,Manaus,Amazonas,Norte,Automotivo,pneus,615.26,5,46.14
2019-05-28,Envio rápido,Milena Nogueira,B2C,Garanhuns,Pernambuco,Nordeste,Materiais de construção,iluminação,119.0,4,49.98
2019-05-28,Envio rápido,Milena Nogueira,B2C,Garanhuns,Pernambuco,Nordeste,Jardinagem e paisagismo,vasos,1622.31,5,97.34
2019-05-28,Envio rápido,Milena Nogueira,B2C,Garanhuns,Pernambuco,Nordeste,Automotivo,pneus,1028.08,3,77.11
2019-12-15,Entrega padrão,Lucas Azevedo,B2C,Ipatinga,Minas Gerais,Sudeste,Materiais de construção,materiais de revestimento,3314.96,4,-331.5
2016-10-05,Envio rápido,Esther Rodrigues,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,ferramentas,2003.99,5,-22.27
2018-10-14,Entrega padrão,Esther Pinto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,117.98,5,42.47
2018-10-14,Entrega padrão,Esther Pinto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,339.56,3,81.49
2018-10-14,Entrega padrão,Esther Pinto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,129.0,2,61.92
2018-10-14,Entrega padrão,Esther Pinto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,84.66,5,38.94
2018-10-14,Entrega padrão,Esther Pinto,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,279.68,3,114.67
2017-03-06,Entrega padrão,Alice Vieira,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,mudas,24.15,6,8.45
2019-03-05,Econômica,João Caldeira,B2B,Belo Horizonte,Minas Gerais,Sudeste,Materiais de construção,iluminação,351.9,5,-263.92
2019-03-05,Econômica,João Caldeira,B2B,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,sementes,8.38,1,2.93
2019-03-05,Econômica,João Caldeira,B2B,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,vasos,29.65,1,2.22
2017-09-26,Entrega padrão,Maria Sophia Costela,B2C,Parauapebas,Pará,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,36.58,2,17.56
2017-09-26,Entrega padrão,Maria Sophia Costela,B2C,Parauapebas,Pará,Norte,Jardinagem e paisagismo,pesticidas,155.31,2,71.44
2017-09-26,Entrega padrão,Maria Sophia Costela,B2C,Parauapebas,Pará,Norte,Jardinagem e paisagismo,decoração de jardim,22.78,1,7.52
2017-10-09,Entrega padrão,Isaac da Conceição,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,11.7,2,1.9
2019-08-01,Envio rápido,Fernando Vieira,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,vasos,192.3,2,51.92
2019-08-01,Envio rápido,Fernando Vieira,B2C,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,125.66,7,38.96
2016-08-06,Entrega padrão,Pedro Miguel Rodrigues,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,462.37,1,124.84
2016-08-06,Entrega padrão,Pedro Miguel Rodrigues,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,54.26,7,23.88
2019-05-15,Envio rápido,Anthony Costa,B2B,Feira de Santana,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,12.78,2,3.71
2019-05-15,Envio rápido,Anthony Costa,B2B,Feira de Santana,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,49.98,5,22.49
2019-05-15,Envio rápido,Anthony Costa,B2B,Feira de Santana,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,126.48,5,31.62
2019-05-15,Envio rápido,Anthony Costa,B2B,Feira de Santana,Bahia,Nordeste,Automotivo,ferramentas automotivas,305.9,3,64.24
2019-05-15,Envio rápido,Anthony Costa,B2B,Feira de Santana,Bahia,Nordeste,Materiais de construção,ferramentas,890.66,2,80.16
2019-05-15,Envio rápido,Anthony Costa,B2B,Feira de Santana,Bahia,Nordeste,Jardinagem e paisagismo,sementes,251.6,5,125.8
2018-09-23,Entrega padrão,Maria Cecília Martins,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,45.15,2,21.67
2019-05-23,Econômica,Melissa da Rosa,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,232.76,7,86.12
2018-12-03,Entrega padrão,Diego Cardoso,B2B,Vila Velha,Espírito Santo,Sudeste,Jardinagem e paisagismo,vasos,7069.96,5,1979.59
2018-12-03,Entrega padrão,Diego Cardoso,B2B,Vila Velha,Espírito Santo,Sudeste,Automotivo,pneus,2141.83,5,599.71
2018-12-03,Entrega padrão,Diego Cardoso,B2B,Vila Velha,Espírito Santo,Sudeste,Materiais de construção,iluminação,246.23,6,81.26
2017-08-30,Entrega padrão,Kaique Rocha,B2B,Guarulhos,São Paulo,Sudeste,Automotivo,pneus,448.73,2,121.16
2017-08-30,Entrega padrão,Kaique Rocha,B2B,Guarulhos,São Paulo,Sudeste,Automotivo,ferramentas automotivas,389.37,7,38.94
2016-06-07,Entrega padrão,Raquel Mendes,B2B,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,sementes,340.82,10,115.03
2018-03-19,Econômica,Antônio Novaes,B2C,Maceió,Alagoas,Nordeste,Jardinagem e paisagismo,mobiliário de exterior,2964.12,3,296.41
2016-01-15,Envio rápido,Vitor Hugo Dias,B2B,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,encanamentos,210.66,4,-181.17
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,15.48,3,-11.87
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,17.68,2,1.99
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Automotivo,ferramentas automotivas,700.37,1,-8.75
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,52.88,3,18.51
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Automotivo,pneus,1713.46,5,171.35
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,83.2,7,6.24
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Materiais de construção,encanamentos,821.33,2,0.0
2019-06-04,Entrega padrão,Pedro Miguel Melo,B2C,São Carlos,São Paulo,Sudeste,Automotivo,ferramentas automotivas,375.36,2,-14.08
2019-06-04,Entrega padrão,Clarice Mendes,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,materiais de revestimento,1308.21,2,-392.46
2019-06-04,Entrega padrão,Clarice Mendes,B2B,São Paulo,São Paulo,Sudeste,Automotivo,equipamentos de limpeza,267.44,6,123.02
2019-06-04,Entrega padrão,Clarice Mendes,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,154.22,4,75.57
2019-09-20,Entrega padrão,Milena Nascimento,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,110.16,5,52.88
2016-09-16,Entrega padrão,Vinicius Moura,B2B,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,iluminação,353.38,4,57.42
2018-11-21,Entrega padrão,Maria Luiza Fernandes,B2B,Juazeiro,Bahia,Nordeste,Materiais de construção,encanamentos,984.53,2,36.92
2018-11-21,Entrega padrão,Maria Luiza Fernandes,B2B,Juazeiro,Bahia,Nordeste,Jardinagem e paisagismo,vasos,135.05,5,15.19
2018-11-21,Entrega padrão,Maria Luiza Fernandes,B2B,Juazeiro,Bahia,Nordeste,Automotivo,pneus,832.21,4,83.22
2019-10-29,Econômica,Danilo Barbosa,B2C,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,ferramentas automotivas,81.6,2,-9.18
2019-10-29,Econômica,Danilo Barbosa,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,52.88,3,18.51
2019-10-29,Econômica,Danilo Barbosa,B2C,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,ferramentas automotivas,89.0,2,-11.12
2017-07-25,Entrega padrão,Vicente Aragão,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,71.2,3,20.65
2017-07-25,Entrega padrão,Vicente Aragão,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,459.31,9,211.28
2017-07-25,Entrega padrão,Vicente Aragão,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,951.52,14,218.85
2017-07-25,Entrega padrão,Vicente Aragão,B2B,Nova Iguaçu,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,306.2,6,140.85
2016-11-03,Entrega padrão,Caio Porto,B2C,Itapetininga,São Paulo,Sudeste,Automotivo,pneus,1835.88,6,-367.18
2016-11-03,Entrega padrão,Caio Porto,B2C,Itapetininga,São Paulo,Sudeste,Automotivo,pneus,170.79,7,-34.16
2016-11-03,Entrega padrão,Caio Porto,B2C,Itapetininga,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,65.42,3,-45.8
2019-11-18,Econômica,Lucca Rodrigues,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,4241.98,3,1187.75
2018-06-27,Entrega padrão,Luiz Otávio Viana,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,decoração de jardim,18.03,3,1.58
2018-10-10,Econômica,Cecília Carvalho,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,65.06,4,20.33
2018-10-10,Econômica,Cecília Carvalho,B2B,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,iluminação,1131.63,4,-84.87
2019-12-21,Entrega padrão,Daniel Silva,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,951.66,5,466.31
2019-12-21,Entrega padrão,Daniel Silva,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,171.2,3,59.92
2019-12-21,Entrega padrão,Daniel Silva,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,115.67,3,56.68
2019-03-07,Entrega padrão,Vitor Teixeira,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,81.19,6,27.61
2019-03-07,Entrega padrão,Vitor Teixeira,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,sementes,39.17,4,19.19
2019-03-07,Entrega padrão,Vitor Teixeira,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,pesticidas,975.56,7,478.03
2019-03-07,Entrega padrão,Vitor Teixeira,B2B,Salvador,Bahia,Nordeste,Automotivo,pneus,701.71,2,78.94
2019-09-16,Entrega padrão,Lorenzo Dias,B2C,Salvador,Bahia,Nordeste,Materiais de construção,ferramentas,742.4,3,0.0
2019-09-16,Entrega padrão,Lorenzo Dias,B2C,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,1801.66,5,360.33
2019-09-16,Entrega padrão,Lorenzo Dias,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,337.62,10,141.8
2019-09-16,Entrega padrão,Lorenzo Dias,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,mobiliário de exterior,370.46,2,103.73
2019-09-16,Entrega padrão,Lorenzo Dias,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,9.14,1,2.86
2019-01-17,Econômica,Srta. Alexia Costela,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,18509.46,4,8514.35
2019-01-17,Econômica,Srta. Alexia Costela,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,1029.08,3,246.98
2019-01-17,Econômica,Srta. Alexia Costela,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,190.64,7,85.79
2018-07-08,Entrega padrão,Kaique Rocha,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,sementes,34.27,2,11.14
2018-07-08,Entrega padrão,Kaique Rocha,B2B,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,203.98,1,-44.2
2018-07-08,Entrega padrão,Kaique Rocha,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,19.43,5,-16.19
2018-07-08,Entrega padrão,Kaique Rocha,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,32.03,5,-26.69
2016-12-23,Entrega padrão,Vitor Gabriel Porto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,735.76,4,191.3
2016-02-24,Entrega padrão,Ana Lívia Carvalho,B2B,Palmas,Tocantins,Norte,Jardinagem e paisagismo,sementes,23.58,3,7.96
2016-02-24,Entrega padrão,Ana Lívia Carvalho,B2B,Palmas,Tocantins,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,15.06,3,-23.34
2019-12-05,Entrega padrão,Emilly Peixoto,B2C,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,29.92,5,8.68
2019-12-05,Entrega padrão,Emilly Peixoto,B2C,São José dos Campos,São Paulo,Sudeste,Automotivo,ferramentas automotivas,485.52,1,101.96
2019-12-05,Entrega padrão,Emilly Peixoto,B2C,São José dos Campos,São Paulo,Sudeste,Automotivo,ferramentas automotivas,1359.83,5,489.54
2016-11-18,Entrega padrão,Larissa da Conceição,B2C,Teresópolis,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,7319.44,3,2470.31
2016-11-18,Entrega padrão,Larissa da Conceição,B2C,Teresópolis,Rio de Janeiro,Sudeste,Materiais de construção,encanamentos,13626.66,10,-170.33
2016-10-21,Envio rápido,Pedro Lucas Moura,B2B,Cariacica,Espírito Santo,Sudeste,Materiais de construção,materiais de revestimento,1117.21,3,-502.74
2016-10-21,Envio rápido,Pedro Lucas Moura,B2B,Cariacica,Espírito Santo,Sudeste,Jardinagem e paisagismo,vasos,334.4,3,-83.6
2017-10-26,Entrega padrão,João Miguel Novaes,B2B,Campinas,São Paulo,Sudeste,Automotivo,pneus,540.57,1,140.55
2017-10-26,Entrega padrão,João Miguel Novaes,B2B,Campinas,São Paulo,Sudeste,Materiais de construção,ferramentas,989.74,5,257.33
2019-11-17,Envio rápido,Esther Rodrigues,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,250.51,6,117.74
2019-11-17,Envio rápido,Esther Rodrigues,B2C,Fortaleza,Ceará,Nordeste,Materiais de construção,iluminação,475.73,2,80.87
2019-11-17,Envio rápido,Esther Rodrigues,B2C,Fortaleza,Ceará,Nordeste,Automotivo,pneus,366.79,3,36.68
2019-11-17,Envio rápido,Esther Rodrigues,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,vasos,113.19,1,27.16
2019-05-15,Entrega padrão,Ana Júlia Monteiro,B2C,Cuiabá,Mato Grosso,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,197.78,5,-158.22
2019-05-15,Entrega padrão,Ana Júlia Monteiro,B2C,Cuiabá,Mato Grosso,Centro-Oeste,Jardinagem e paisagismo,sementes,17.14,2,6.0
2019-05-15,Entrega padrão,Ana Júlia Monteiro,B2C,Cuiabá,Mato Grosso,Centro-Oeste,Jardinagem e paisagismo,pesticidas,84.27,1,26.33
2017-07-31,Envio rápido,Vitor Gabriel Vieira,B2B,Volta Redonda,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,529.99,6,132.5
2017-11-02,Econômica,Bianca Lima,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,ferramentas,1113.72,4,74.25
2019-12-17,Econômica,Alícia da Mota,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,45.42,2,21.8
2019-12-17,Econômica,Alícia da Mota,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,540.26,5,27.01
2016-10-21,Econômica,André da Mota,B2B,Manaus,Amazonas,Norte,Automotivo,ferramentas automotivas,1087.89,4,244.78
2016-10-21,Econômica,André da Mota,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,vasos,1718.09,3,107.38
2016-10-21,Econômica,André da Mota,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,pesticidas,12.95,1,4.21
2016-10-21,Econômica,André da Mota,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,29.52,1,-50.18
2016-10-21,Econômica,André da Mota,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,sementes,83.04,1,26.99
2017-06-06,Entrega padrão,Carolina Martins,B2B,Teresópolis,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,5176.97,9,575.22
2018-07-22,Entrega padrão,Manuela Duarte,B2B,Piracicaba,São Paulo,Sudeste,Jardinagem e paisagismo,fertilizantes,1427.66,5,671.0
2018-07-22,Entrega padrão,Manuela Duarte,B2B,Piracicaba,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,10.71,1,5.14
2019-04-01,Envio rápido,Arthur Campos,B2B,Teresina,Piauí,Nordeste,Jardinagem e paisagismo,mobiliário de exterior,114.31,5,-308.63
2016-05-08,Entrega padrão,Pedro Henrique Dias,B2C,Aracaju,Sergipe,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,54.88,3,26.89
2016-05-08,Entrega padrão,Pedro Henrique Dias,B2C,Aracaju,Sergipe,Nordeste,Materiais de construção,materiais de revestimento,660.45,2,-132.09
2016-05-08,Entrega padrão,Pedro Henrique Dias,B2C,Aracaju,Sergipe,Nordeste,Jardinagem e paisagismo,decoração de jardim,29.38,3,8.52
